id;clusters_0;clusters_1
pub.1004963734;9;8
pub.1004964631;3;2
pub.1005023212;12;10
pub.1005029046;29;4
pub.1005030516;57;38
pub.1005070011;20;3
pub.1005091640;52;36
pub.1005096465;22;18
pub.1005130192;58;41
pub.1005155546;58;41
pub.1005156738;50;18
pub.1005180265;68;47
pub.1005191523;23;19
pub.1005199683;9;8
pub.1005200946;5;4
pub.1005282201;104;69
pub.1005308303;62;32
pub.1005339557;108;38
pub.1005377586;58;41
pub.1005389230;3;2
pub.1005400164;54;38
pub.1005411777;13;4
pub.1005432951;150;97
pub.1005445429;21;17
pub.1005461485;30;23
pub.1005467112;13;4
pub.1004474993;9;8
pub.1004481481;131;67
pub.1004487029;14;11
pub.1004498544;28;22
pub.1004501210;57;38
pub.1004517818;6;5
pub.1004520772;57;38
pub.1004529586;416;273
pub.1004540480;58;41
pub.1004549705;5;4
pub.1004553744;7;6
pub.1004570238;9;8
pub.1004581971;5;4
pub.1004611580;9;8
pub.1004622978;30;23
pub.1004624476;5;4
pub.1004628667;21;17
pub.1004644594;22;18
pub.1004667531;9;8
pub.1004682707;9;8
pub.1004683883;4;3
pub.1004690405;4;3
pub.1004692192;24;18
pub.1004725899;26;4
pub.1004727150;5;4
pub.1004727507;3;2
pub.1004736496;36;27
pub.1004742095;29;4
pub.1004742225;9;8
pub.1004748449;65;23
pub.1004758439;30;23
pub.1004758876;30;23
pub.1004769845;9;8
pub.1004770150;93;3
pub.1004772390;13;4
pub.1004776608;38;29
pub.1004801139;5;4
pub.1004802679;5;4
pub.1004809280;30;23
pub.1004826742;57;38
pub.1004833595;0;0
pub.1004845261;50;18
pub.1004872331;9;8
pub.1004873835;68;47
pub.1004879290;6;5
pub.1004905962;0;0
pub.1004919366;3;2
pub.1004933246;51;35
pub.1004940276;31;24
pub.1004942469;5;4
pub.1004942853;54;38
pub.1004946363;9;8
pub.1004966342;29;4
pub.1005015011;54;38
pub.1005016129;98;10
pub.1005022502;9;8
pub.1005027019;16;13
pub.1005059144;5;4
pub.1005069055;9;8
pub.1005077607;47;21
pub.1005081842;3;2
pub.1005106223;9;8
pub.1005109209;12;10
pub.1005144243;261;166
pub.1005159477;9;8
pub.1005162943;22;18
pub.1005225172;23;19
pub.1005237953;327;214
pub.1005263091;9;8
pub.1005278109;4;3
pub.1005283219;13;4
pub.1005284921;146;2
pub.1005291967;50;18
pub.1005293325;67;46
pub.1005323280;9;8
pub.1005336307;9;8
pub.1004511812;3;2
pub.1004517484;6;5
pub.1004558732;13;4
pub.1004565452;254;2
pub.1004588552;62;32
pub.1004596667;10;5
pub.1004598949;13;4
pub.1004620969;9;8
pub.1004624738;9;8
pub.1004634301;23;19
pub.1004637940;9;8
pub.1004649134;24;18
pub.1004658079;94;63
pub.1004673572;9;8
pub.1004711479;23;19
pub.1004714458;57;38
pub.1004745236;103;8
pub.1004767384;30;23
pub.1004771538;26;4
pub.1004805341;55;39
pub.1004814481;5;4
pub.1004815566;95;64
pub.1004815741;12;10
pub.1004818719;54;38
pub.1004830884;3;2
pub.1004848143;9;8
pub.1004852179;30;23
pub.1004852462;21;17
pub.1004867030;9;8
pub.1004887758;62;32
pub.1004888313;51;35
pub.1004890295;9;8
pub.1004896415;24;18
pub.1004897302;27;21
pub.1004906567;12;10
pub.1004910791;9;8
pub.1004911708;5;4
pub.1004924731;5;4
pub.1004950632;21;17
pub.1004961492;20;3
pub.1004964212;59;42
pub.1004965439;29;4
pub.1004998901;9;8
pub.1005013166;90;56
pub.1005037318;9;8
pub.1005039090;94;63
pub.1005066612;30;23
pub.1005068061;5;4
pub.1005080404;13;4
pub.1005087964;82;56
pub.1005098442;21;17
pub.1005114337;15;12
pub.1005121927;73;49
pub.1005122076;13;4
pub.1005125815;50;18
pub.1005129643;5;4
pub.1005157202;10;5
pub.1005165306;13;4
pub.1005165531;22;18
pub.1005191971;22;18
pub.1005192908;21;17
pub.1005199845;57;38
pub.1005209139;5;4
pub.1005209591;68;47
pub.1005215261;22;18
pub.1005230461;57;38
pub.1005236329;50;18
pub.1005248754;57;38
pub.1005284912;38;29
pub.1005285672;9;8
pub.1005286118;22;18
pub.1005291433;65;23
pub.1005336916;50;18
pub.1005340396;50;18
pub.1005353378;57;38
pub.1005358509;5;4
pub.1005359936;9;8
pub.1005381789;9;8
pub.1005397076;57;38
pub.1005426698;20;3
pub.1004849580;9;8
pub.1004865238;98;10
pub.1004882404;5;4
pub.1004893866;5;4
pub.1004905739;68;47
pub.1004907691;54;38
pub.1004918016;41;4
pub.1004932183;68;47
pub.1004946355;41;4
pub.1004951672;5;4
pub.1004963828;3;2
pub.1004980289;3;2
pub.1004985146;38;29
pub.1004999718;6;5
pub.1005034869;20;3
pub.1005065429;9;8
pub.1005067687;62;32
pub.1005083692;108;38
pub.1005091555;9;8
pub.1005107270;5;4
pub.1005107610;22;18
pub.1005110639;58;41
pub.1005114850;68;47
pub.1005120174;23;19
pub.1005128078;54;38
pub.1005136396;30;23
pub.1005137226;150;97
pub.1005140422;22;18
pub.1005151901;13;4
pub.1005155741;1;0
pub.1005161106;59;42
pub.1005203138;22;18
pub.1005204690;57;38
pub.1005210674;22;18
pub.1005218031;9;8
pub.1005220619;23;19
pub.1005264188;90;56
pub.1005290511;30;23
pub.1005293763;22;18
pub.1005309881;13;4
pub.1005328785;9;8
pub.1005329011;5;4
pub.1005329517;26;4
pub.1005329662;131;67
pub.1005339083;24;18
pub.1005350509;30;23
pub.1005351625;14;11
pub.1005368559;49;2
pub.1005370988;71;9
pub.1005375217;20;3
pub.1005394068;5;4
pub.1005417387;9;8
pub.1005445092;9;8
pub.1005447805;108;38
pub.1005450123;6;5
pub.1005452546;21;17
pub.1005455293;21;17
pub.1005461138;101;67
pub.1005476943;127;80
pub.1005532518;4;3
pub.1005541851;65;23
pub.1005552514;9;8
pub.1005592966;49;2
pub.1005596650;65;23
pub.1005629895;0;0
pub.1005655277;0;0
pub.1005660173;9;8
pub.1005669100;56;40
pub.1005681929;5;4
pub.1005698752;30;23
pub.1005700470;9;8
pub.1005706136;3;2
pub.1005718511;59;42
pub.1004862787;3;2
pub.1004875103;5;4
pub.1004885956;98;10
pub.1004895842;9;8
pub.1004900683;9;8
pub.1004907398;86;59
pub.1004910030;21;17
pub.1004926733;2;1
pub.1004976583;63;30
pub.1004995108;62;32
pub.1004997728;68;47
pub.1005000524;12;10
pub.1005002677;22;18
pub.1005007937;0;0
pub.1005038857;3;2
pub.1005060485;30;23
pub.1005115299;6;5
pub.1005125215;302;196
pub.1005129790;23;19
pub.1005132115;12;10
pub.1005156281;9;8
pub.1005163101;20;3
pub.1005183378;13;4
pub.1005201321;30;23
pub.1005231895;9;8
pub.1005246436;98;10
pub.1005253842;196;23
pub.1005256338;9;8
pub.1005275301;54;38
pub.1005285176;62;32
pub.1005289927;22;18
pub.1005309917;21;17
pub.1005408939;9;8
pub.1005413175;30;23
pub.1005421636;87;60
pub.1005434062;4;3
pub.1005451210;21;17
pub.1005451789;22;18
pub.1005454632;1;0
pub.1005475444;30;23
pub.1005493452;9;8
pub.1005514882;217;27
pub.1005525171;13;4
pub.1005536245;30;23
pub.1005555800;30;23
pub.1005556897;49;2
pub.1005578173;111;64
pub.1005581555;38;29
pub.1005602039;9;8
pub.1005602166;122;5
pub.1005631037;9;8
pub.1005641305;30;23
pub.1005693557;22;18
pub.1005742950;68;47
pub.1005748750;67;46
pub.1005767385;4;3
pub.1005768556;9;8
pub.1005782057;36;27
pub.1005788388;4;3
pub.1005796951;29;4
pub.1005797418;41;4
pub.1005811096;3;2
pub.1005811287;9;8
pub.1005838825;13;4
pub.1005838835;13;4
pub.1005849065;111;64
pub.1005864189;13;4
pub.1005868152;16;13
pub.1005869510;4;3
pub.1005910473;22;18
pub.1005914571;55;39
pub.1005919297;15;12
pub.1005927566;21;17
pub.1005958751;30;23
pub.1005974674;29;4
pub.1005976258;65;23
pub.1004701537;0;0
pub.1004702603;41;4
pub.1004736257;6;5
pub.1004769865;100;66
pub.1004847059;136;86
pub.1004864200;6;5
pub.1004898914;9;8
pub.1004910644;21;17
pub.1004913221;9;8
pub.1004924937;28;22
pub.1004927248;9;8
pub.1004936490;3;2
pub.1004946500;9;8
pub.1004957500;9;8
pub.1004961916;22;18
pub.1004962020;9;8
pub.1004970174;29;4
pub.1004988578;3;2
pub.1004989392;30;23
pub.1005001934;22;18
pub.1005023941;45;23
pub.1005028345;119;57
pub.1005044142;20;3
pub.1005047049;29;4
pub.1005057589;9;8
pub.1005067656;5;4
pub.1005074458;26;4
pub.1005078314;5;4
pub.1005082796;5;4
pub.1005089662;9;8
pub.1005117346;94;63
pub.1005123277;31;24
pub.1005127776;45;23
pub.1005135790;5;4
pub.1005152732;6;5
pub.1005169083;13;4
pub.1005206666;9;8
pub.1005215851;62;32
pub.1005222085;9;8
pub.1005224480;9;8
pub.1005231703;57;38
pub.1005269321;9;8
pub.1005278989;70;1
pub.1005296339;1;0
pub.1005303233;78;53
pub.1005304743;9;8
pub.1005331528;15;12
pub.1005338250;9;8
pub.1005416259;9;8
pub.1005423827;22;18
pub.1005426719;108;38
pub.1005429932;13;4
pub.1005445160;4;3
pub.1005466749;9;8
pub.1005483917;23;19
pub.1005522522;31;24
pub.1005524915;22;18
pub.1005528685;50;18
pub.1005560855;9;8
pub.1005569215;3;2
pub.1005569857;20;3
pub.1005582377;5;4
pub.1005583455;5;4
pub.1005592190;17;14
pub.1005630877;15;12
pub.1005662928;9;8
pub.1005729977;9;8
pub.1005740128;113;72
pub.1005746508;13;4
pub.1005749175;0;0
pub.1005759978;149;96
pub.1005776731;77;2
pub.1005791777;5;4
pub.1005813809;42;32
pub.1004925682;45;23
pub.1004957388;134;84
pub.1004982582;9;8
pub.1005013824;15;12
pub.1005030314;50;18
pub.1005041374;41;4
pub.1005043089;9;8
pub.1005057490;85;58
pub.1005071584;29;4
pub.1005092439;54;38
pub.1005108640;30;23
pub.1005114262;13;4
pub.1005128060;94;63
pub.1005134615;30;23
pub.1005165569;15;12
pub.1005184138;68;47
pub.1005191706;45;23
pub.1005192614;45;23
pub.1004678420;68;47
pub.1004723246;0;0
pub.1004725673;131;67
pub.1004726511;21;17
pub.1004747449;21;17
pub.1004750662;24;18
pub.1004754522;9;8
pub.1004762726;6;5
pub.1004775714;26;4
pub.1004793381;5;4
pub.1004798279;68;47
pub.1004804521;9;8
pub.1004808333;4;3
pub.1004846067;76;52
pub.1004877255;5;4
pub.1004927580;9;8
pub.1004950285;23;19
pub.1004959637;18;15
pub.1004832903;6;5
pub.1004837698;15;12
pub.1004837810;9;8
pub.1004840356;33;25
pub.1004875723;22;18
pub.1004876185;29;4
pub.1004890933;21;17
pub.1004900050;20;3
pub.1004907779;9;8
pub.1004932040;101;67
pub.1004939946;0;0
pub.1004942159;13;4
pub.1004944463;9;8
pub.1004946950;3;2
pub.1004949118;33;25
pub.1004959469;71;9
pub.1004990045;28;22
pub.1004992729;9;8
pub.1004994016;36;27
pub.1005003102;29;4
pub.1005007925;21;17
pub.1005019399;45;23
pub.1005024691;9;8
pub.1004864285;5;4
pub.1004866969;1643;1098
pub.1004882643;9;8
pub.1004882674;21;17
pub.1004883483;46;33
pub.1004912744;20;3
pub.1004952325;13;4
pub.1004982252;45;23
pub.1004985309;9;8
pub.1005012241;30;23
pub.1005028110;10;5
pub.1005071035;26;4
pub.1005071263;5;4
pub.1005120861;29;4
pub.1005134412;30;23
pub.1005150233;23;19
pub.1005156975;26;4
pub.1005178466;42;32
pub.1005183405;23;19
pub.1005186108;9;8
pub.1005116307;31;24
pub.1005117122;9;8
pub.1005140955;20;3
pub.1005144882;23;19
pub.1005169886;30;23
pub.1005176649;62;32
pub.1005195608;47;21
pub.1005200671;9;8
pub.1005217582;40;31
pub.1005253646;5;4
pub.1005254883;13;4
pub.1005258536;9;8
pub.1005260430;23;19
pub.1005272398;5;4
pub.1005277659;30;23
pub.1005281077;9;8
pub.1005295855;28;22
pub.1005302458;0;0
pub.1005308997;5;4
pub.1005309927;0;0
pub.1005201878;57;38
pub.1005203423;68;47
pub.1005227139;22;18
pub.1005227645;5;4
pub.1005235719;10;5
pub.1005275246;9;8
pub.1005284048;9;8
pub.1005295016;12;10
pub.1005299604;68;47
pub.1005304384;823;540
pub.1005311088;41;4
pub.1005317210;22;18
pub.1005328000;22;18
pub.1005357502;12;10
pub.1005364926;161;2
pub.1005409666;5;4
pub.1005417343;3;2
pub.1005469952;23;19
pub.1005474551;5;4
pub.1005480010;9;8
pub.1005517070;95;64
pub.1005529803;9;8
pub.1005536188;5;4
pub.1004962775;50;18
pub.1005000889;90;56
pub.1005002866;5;4
pub.1005004734;5;4
pub.1005007049;3;2
pub.1005028356;20;3
pub.1005064328;65;23
pub.1005065450;36;27
pub.1005068829;30;23
pub.1005081532;22;18
pub.1005102577;9;8
pub.1005123886;6;5
pub.1005129023;0;0
pub.1005157211;94;63
pub.1005158439;76;52
pub.1005168706;23;19
pub.1005228714;9;8
pub.1005238423;13;4
pub.1005244456;80;55
pub.1005261520;13;4
pub.1005311049;108;38
pub.1005324212;26;4
pub.1005029033;13;4
pub.1005031656;5;4
pub.1005068193;0;0
pub.1005075452;68;47
pub.1005090769;13;4
pub.1005104949;9;8
pub.1005106550;3;2
pub.1005113436;1;0
pub.1005115520;62;32
pub.1005121691;22;18
pub.1005135817;0;0
pub.1005157947;9;8
pub.1005177391;5;4
pub.1005180608;9;8
pub.1005183415;9;8
pub.1005200269;45;23
pub.1005201231;45;23
pub.1005217754;62;32
pub.1005218282;13;4
pub.1005218414;22;18
pub.1005239519;5;4
pub.1005189958;5;4
pub.1005234109;42;32
pub.1005255442;22;18
pub.1005263065;9;8
pub.1005283985;41;4
pub.1005303516;5;4
pub.1005331125;33;25
pub.1005342787;31;24
pub.1005343872;68;47
pub.1005369307;5;4
pub.1005382484;27;21
pub.1005384704;22;18
pub.1005401952;21;17
pub.1005455237;41;4
pub.1005458583;58;41
pub.1005467943;30;23
pub.1005485833;9;8
pub.1005514396;9;8
pub.1005518754;45;23
pub.1005521050;22;18
pub.1005383459;45;23
pub.1005408623;21;17
pub.1005444951;5;4
pub.1005445445;110;61
pub.1005458599;22;18
pub.1005462694;30;23
pub.1005469959;26;4
pub.1005478012;9;8
pub.1005490500;5;4
pub.1005497664;9;8
pub.1005502907;9;8
pub.1005535878;9;8
pub.1005536837;23;19
pub.1005542723;9;8
pub.1005546197;50;18
pub.1005553072;86;59
pub.1005548084;21;17
pub.1005603825;48;34
pub.1005617966;23;19
pub.1005629235;31;24
pub.1005645832;29;4
pub.1005675761;20;3
pub.1005701420;0;0
pub.1005712070;5;4
pub.1005714950;5;4
pub.1005719321;9;8
pub.1005724700;6;5
pub.1005736622;108;38
pub.1005737698;1645;1099
pub.1005773049;5;4
pub.1005790716;37;28
pub.1005798410;9;8
pub.1005818732;22;18
pub.1005838678;23;19
pub.1005844554;57;38
pub.1005866344;54;38
pub.1005326799;94;63
pub.1005343098;55;39
pub.1005345797;9;8
pub.1005363508;95;64
pub.1005369775;110;61
pub.1005376530;116;74
pub.1005378652;9;8
pub.1005384779;22;18
pub.1005399704;5;4
pub.1005406429;13;4
pub.1005453982;68;47
pub.1005465927;6;5
pub.1005520693;20;3
pub.1005544149;0;0
pub.1005545931;49;2
pub.1005252571;91;62
pub.1005259986;22;18
pub.1005276141;26;4
pub.1005276144;23;19
pub.1005291013;21;17
pub.1005305148;91;62
pub.1005327271;21;17
pub.1005335675;74;50
pub.1005341311;1;0
pub.1005341710;9;8
pub.1005356319;96;53
pub.1005364760;26;4
pub.1005366949;108;38
pub.1005369702;9;8
pub.1005370126;21;17
pub.1005379675;4;3
pub.1005384870;5;4
pub.1005387801;42;32
pub.1005394262;45;23
pub.1005413746;90;56
pub.1005419842;91;62
pub.1005531032;21;17
pub.1005533416;122;5
pub.1005543045;22;18
pub.1005587439;9;8
pub.1005592772;698;23
pub.1005605700;5;4
pub.1005607320;5;4
pub.1005609490;0;0
pub.1005627936;12;10
pub.1005693223;48;34
pub.1005734037;62;32
pub.1005734160;21;17
pub.1005741749;30;23
pub.1005764234;5;4
pub.1005776057;3;2
pub.1005779970;95;64
pub.1005780488;23;19
pub.1005794094;9;8
pub.1005795883;29;4
pub.1005557771;23;19
pub.1005568128;645;420
pub.1005572502;1;0
pub.1005574229;103;8
pub.1005623945;22;18
pub.1005636897;9;8
pub.1005694913;13;4
pub.1005697342;13;4
pub.1005753797;15;12
pub.1005768137;4;3
pub.1005789294;9;8
pub.1005831552;21;17
pub.1005832409;21;17
pub.1005834152;3;2
pub.1005845211;103;8
pub.1005850202;12;10
pub.1005859616;9;8
pub.1005863773;57;38
pub.1005873483;22;18
pub.1005870863;0;0
pub.1005873771;94;63
pub.1005885006;9;8
pub.1005905468;9;8
pub.1005916341;36;27
pub.1005921685;9;8
pub.1005933680;104;69
pub.1005962124;58;41
pub.1005985643;57;38
pub.1005992003;0;0
pub.1006013202;70;1
pub.1006014028;9;8
pub.1006026121;140;89
pub.1006056977;98;10
pub.1006074714;95;64
pub.1006080160;30;23
pub.1005557412;21;17
pub.1005564321;0;0
pub.1005568696;9;8
pub.1005585470;24;18
pub.1005593587;110;61
pub.1005600305;15;12
pub.1005637240;58;41
pub.1005744870;0;0
pub.1005754968;5;4
pub.1005761252;67;46
pub.1005772828;78;53
pub.1005785889;13;4
pub.1005787554;26;4
pub.1005799586;30;23
pub.1005803464;0;0
pub.1005806842;3;2
pub.1005821080;5;4
pub.1005425746;6;5
pub.1005445232;98;10
pub.1005448140;9;8
pub.1005479122;9;8
pub.1005483362;108;38
pub.1005534931;9;8
pub.1005544560;8;7
pub.1005552774;68;47
pub.1005555030;4;3
pub.1005572324;20;3
pub.1005574835;4;3
pub.1005585727;22;18
pub.1005619555;68;47
pub.1005624122;31;24
pub.1005640866;22;18
pub.1005645839;9;8
pub.1005668431;9;8
pub.1005674711;13;4
pub.1005815555;96;53
pub.1005853980;30;23
pub.1005865883;9;8
pub.1005872386;54;38
pub.1005895625;0;0
pub.1005897515;30;23
pub.1005902167;65;23
pub.1005920200;9;8
pub.1005941369;10;5
pub.1005949833;30;23
pub.1005956530;30;23
pub.1005963400;9;8
pub.1005972483;21;17
pub.1005994064;5;4
pub.1006017664;20;3
pub.1006039149;21;17
pub.1006079682;5;4
pub.1005879831;5;4
pub.1005920851;30;23
pub.1005937870;9;8
pub.1005952153;9;8
pub.1005952311;21;17
pub.1005962106;20;3
pub.1005975595;9;8
pub.1005981107;21;17
pub.1005988773;11;9
pub.1006010184;9;8
pub.1006028791;0;0
pub.1006030398;22;18
pub.1006035108;23;19
pub.1006058953;29;4
pub.1006070022;5;4
pub.1006074163;5;4
pub.1005220824;5;4
pub.1005235693;23;19
pub.1005296776;5;4
pub.1005318529;95;64
pub.1005327122;45;23
pub.1005364799;5;4
pub.1005366306;58;41
pub.1005368584;3;2
pub.1005371984;23;19
pub.1005391817;21;17
pub.1005395774;0;0
pub.1005396822;31;24
pub.1005401233;68;47
pub.1005442710;0;0
pub.1005442942;26;4
pub.1005448962;5;4
pub.1005460957;33;25
pub.1005496822;20;3
pub.1005502599;5;4
pub.1005502981;22;18
pub.1005523382;12;10
pub.1005525059;30;23
pub.1005535176;13;4
pub.1005538125;13;4
pub.1005543638;41;4
pub.1005558233;9;8
pub.1005566725;62;32
pub.1005575906;146;2
pub.1005588315;6;5
pub.1005592176;0;0
pub.1005612929;32;12
pub.1005620905;6;5
pub.1005636999;4;3
pub.1005638661;108;38
pub.1005643469;103;8
pub.1005679871;9;8
pub.1005682515;1;0
pub.1005706117;50;18
pub.1005716793;57;38
pub.1005720092;5;4
pub.1005731438;138;88
pub.1005734774;22;18
pub.1005750871;9;8
pub.1005768418;98;10
pub.1005772108;0;0
pub.1005789609;9;8
pub.1005795305;57;38
pub.1005821772;6;5
pub.1005822920;29;4
pub.1005827040;30;23
pub.1005833013;26;4
pub.1005839452;57;38
pub.1005860745;9;8
pub.1005864938;50;18
pub.1005866660;13;4
pub.1005875593;9;8
pub.1005879425;24;18
pub.1005896592;45;23
pub.1005901558;13;4
pub.1005911387;30;23
pub.1005915309;5;4
pub.1005924388;37;28
pub.1005929188;9;8
pub.1005960591;5;4
pub.1005964948;21;17
pub.1005966710;9;8
pub.1005976967;0;0
pub.1005996991;50;18
pub.1005999050;9;8
pub.1006010896;6;5
pub.1005353070;9;8
pub.1005353103;63;30
pub.1005374397;0;0
pub.1005374910;54;38
pub.1005394816;29;4
pub.1005408028;49;2
pub.1005415332;9;8
pub.1005424791;3;2
pub.1005425848;9;8
pub.1005446911;23;19
pub.1005453384;28;22
pub.1005457684;22;18
pub.1005460399;3;2
pub.1005466769;58;41
pub.1005469217;5;4
pub.1005476108;9;8
pub.1005479635;9;8
pub.1005481983;36;27
pub.1005522923;4;3
pub.1005527327;31;24
pub.1005537127;33;25
pub.1005542153;26;4
pub.1005552890;24;18
pub.1005591209;9;8
pub.1005598611;4;3
pub.1005600623;13;4
pub.1005605430;31;24
pub.1005624226;6;5
pub.1005640993;5;4
pub.1005648475;9;8
pub.1005664792;108;38
pub.1005688994;110;61
pub.1005697501;9;8
pub.1005726284;33;25
pub.1005744147;3;2
pub.1005754920;68;47
pub.1005771422;95;64
pub.1005776742;22;18
pub.1005782339;12;10
pub.1005790358;29;4
pub.1005792152;5;4
pub.1005806868;21;17
pub.1005815754;28;22
pub.1005820938;21;17
pub.1005831767;26;4
pub.1005840651;20;3
pub.1005848965;9;8
pub.1005855239;6;5
pub.1005862286;6;5
pub.1005864896;9;8
pub.1005881699;3;2
pub.1005898677;42;32
pub.1005912206;108;38
pub.1005912223;26;4
pub.1005926807;9;8
pub.1005931729;108;38
pub.1005933101;9;8
pub.1005955016;13;4
pub.1005978122;36;27
pub.1005986908;5;4
pub.1006009579;3;2
pub.1006034946;5;4
pub.1006069128;67;46
pub.1006079730;6;5
pub.1006085455;46;33
pub.1006086730;5;4
pub.1006120668;1646;1100
pub.1006121168;22;18
pub.1006153561;57;38
pub.1006174019;15;12
pub.1006191533;7;6
pub.1006214213;23;19
pub.1006231034;13;4
pub.1006240558;15;12
pub.1006245456;87;60
pub.1006260753;5;4
pub.1006288504;58;41
pub.1006311646;57;38
pub.1005458186;22;18
pub.1005469014;21;17
pub.1005500951;93;3
pub.1005504577;4;3
pub.1005568809;3;2
pub.1005576004;9;8
pub.1005599885;4;3
pub.1005603029;29;4
pub.1005630928;23;19
pub.1005667697;9;8
pub.1005702458;0;0
pub.1005705179;140;89
pub.1005707760;4;3
pub.1005727152;9;8
pub.1005730565;81;15
pub.1005739367;98;10
pub.1005741887;1;0
pub.1005745321;108;38
pub.1005762648;101;67
pub.1005772050;22;18
pub.1005772839;13;4
pub.1005776952;13;4
pub.1005790810;27;21
pub.1005815923;0;0
pub.1005904893;20;3
pub.1005913365;1648;1101
pub.1005919146;28;22
pub.1005946897;13;4
pub.1005953968;58;41
pub.1005957521;29;4
pub.1005986655;31;24
pub.1005988450;253;161
pub.1005990127;9;8
pub.1006007405;5;4
pub.1006017149;21;17
pub.1006018458;54;38
pub.1006027711;62;32
pub.1006041930;50;18
pub.1006054451;9;8
pub.1006063359;3;2
pub.1006075574;40;31
pub.1006090075;16;13
pub.1006091171;4;3
pub.1006110909;140;89
pub.1006113830;5;4
pub.1006117168;30;23
pub.1006143377;5;4
pub.1006155832;5;4
pub.1006177435;26;4
pub.1006185754;13;4
pub.1006189553;41;4
pub.1006193030;5;4
pub.1006203292;0;0
pub.1006216638;9;8
pub.1006218044;13;4
pub.1006242702;108;38
pub.1006280919;40;31
pub.1006311887;65;23
pub.1006379171;20;3
pub.1006433859;24;18
pub.1006465152;13;4
pub.1006470991;3;2
pub.1006489422;13;4
pub.1006514658;12;10
pub.1006516012;24;18
pub.1006536090;9;8
pub.1006545894;23;19
pub.1006554644;138;88
pub.1006558860;0;0
pub.1006568495;767;502
pub.1005497584;13;4
pub.1005500855;5;4
pub.1005541852;9;8
pub.1005551317;9;8
pub.1005557980;1649;1102
pub.1005567876;12;10
pub.1005573500;33;25
pub.1005588969;15;12
pub.1005619419;67;46
pub.1005640794;5;4
pub.1005664638;29;4
pub.1005668677;9;8
pub.1005674555;9;8
pub.1005676395;54;38
pub.1005695485;0;0
pub.1005701040;9;8
pub.1005704851;62;32
pub.1005705538;96;53
pub.1005740452;46;33
pub.1005750533;5;4
pub.1005760690;0;0
pub.1005780751;13;4
pub.1005781048;9;8
pub.1005788532;131;67
pub.1005796656;22;18
pub.1005815557;62;32
pub.1005826583;55;39
pub.1005849049;9;8
pub.1005859991;22;18
pub.1005868526;54;38
pub.1005875951;9;8
pub.1005884150;38;29
pub.1005917030;3;2
pub.1005924485;26;4
pub.1005953146;5;4
pub.1005956283;131;67
pub.1005969613;22;18
pub.1005974637;46;33
pub.1005977568;26;4
pub.1005985192;5;4
pub.1005987677;63;30
pub.1005989733;423;277
pub.1006013126;31;24
pub.1006017555;13;4
pub.1006029275;21;17
pub.1006035626;9;8
pub.1006046288;5;4
pub.1006078547;13;4
pub.1006081068;21;17
pub.1006083591;33;25
pub.1006096602;54;38
pub.1006112188;76;52
pub.1006154928;108;38
pub.1006163360;9;8
pub.1006166473;9;8
pub.1006188110;4;3
pub.1006240244;21;17
pub.1006249830;100;66
pub.1006272309;22;18
pub.1006285224;57;38
pub.1006306148;21;17
pub.1006339754;82;56
pub.1006350259;17;14
pub.1006362989;0;0
pub.1006363657;73;49
pub.1006401950;5;4
pub.1006429814;48;34
pub.1006434710;22;18
pub.1006466758;30;23
pub.1006495810;103;8
pub.1006504827;5;4
pub.1006518547;15;12
pub.1006544385;12;10
pub.1006564147;23;19
pub.1006606880;59;42
pub.1006630232;21;17
pub.1006633526;26;4
pub.1006638960;13;4
pub.1006660913;5;4
pub.1006678490;58;41
pub.1006703703;9;8
pub.1006710952;49;2
pub.1006713175;22;18
pub.1006725058;0;0
pub.1006729441;9;8
pub.1006794212;5;4
pub.1005704987;21;17
pub.1005724665;30;23
pub.1005725501;5;4
pub.1005741104;12;10
pub.1005744342;9;8
pub.1005755924;9;8
pub.1005758224;0;0
pub.1005789357;57;38
pub.1005796727;30;23
pub.1005800003;9;8
pub.1005825265;5;4
pub.1005837164;9;8
pub.1005881172;57;38
pub.1005901538;13;4
pub.1005923518;9;8
pub.1005950430;9;8
pub.1005963863;45;23
pub.1005968368;30;23
pub.1005972682;10;5
pub.1006018560;98;10
pub.1006024769;3;2
pub.1006038848;5;4
pub.1006055668;170;110
pub.1006065361;21;17
pub.1006073966;20;3
pub.1006096877;91;62
pub.1006126295;23;19
pub.1006146446;13;4
pub.1006210042;9;8
pub.1006251940;65;23
pub.1006289181;31;24
pub.1006291490;5;4
pub.1006307383;0;0
pub.1006307431;213;46
pub.1006322955;103;8
pub.1006327988;62;32
pub.1006329744;15;12
pub.1006352615;6;5
pub.1006353374;251;159
pub.1006358543;9;8
pub.1006372164;9;8
pub.1006379438;50;18
pub.1006388095;104;69
pub.1006402538;50;18
pub.1006410045;94;63
pub.1006412378;59;42
pub.1006416150;9;8
pub.1006430076;36;27
pub.1006431855;31;24
pub.1006451146;62;32
pub.1006457976;62;32
pub.1006461833;100;66
pub.1006462985;48;34
pub.1006470743;9;8
pub.1006470945;9;8
pub.1006471249;13;4
pub.1006482475;5;4
pub.1006494886;33;25
pub.1006501312;95;64
pub.1006506848;45;23
pub.1006510999;9;8
pub.1006523210;107;7
pub.1006534552;5;4
pub.1006537526;909;592
pub.1006545065;65;23
pub.1006548971;48;34
pub.1006566454;9;8
pub.1006583173;0;0
pub.1005822713;58;41
pub.1005826486;20;3
pub.1005832506;5;4
pub.1005842495;98;10
pub.1005855676;21;17
pub.1005860678;57;38
pub.1005866594;58;41
pub.1005868939;21;17
